"","pbs_code","bnf_drug_name","pbs_drug_name","atc_meaning","atc_code","match_type"
"4654",NA,NA,NA,"PEFLOXACIN","J03CB04","dm_I"
"4655",NA,NA,NA,"BENZOCAINE","D04AB04","dm_I"
"4656",NA,NA,NA,"ROSUVASTATIN, AMLODIPINE AND LISINOPRIL","C10BX07","dm_I"
"4657",NA,NA,NA,"ALAPROCLATE","N06AE01","dm_I"
"4658",NA,NA,NA,"POLYCARBOPHIL CALCIUM","A06AC08","dm_I"
"4659",NA,NA,NA,"SODIUM PHOSPHATE","B05XA09","dm_I"
"4660",NA,NA,NA,"NEDOCROMIL","S01GX04","dm_I"
"4661",NA,NA,NA,"MESULFEN","P03AA03","dm_I"
"4662",NA,NA,NA,"VARICELLA, LIVE ATTENUATED","J07BK01","dm_I"
"4663",NA,NA,NA,"SELECTIVE ESTROGEN RECEPTOR MODULATORS","G03XC","dm_I"
"4664",NA,NA,NA,"CINNARIZINE","C04AX09","dm_I"
"4665",NA,NA,NA,"ANTIINFECTIVES","S02A","dm_I"
"4666",NA,NA,NA,"BENAZEPRIL","C02EA07","dm_I"
"4667",NA,NA,NA,"POLYPLATILLEN","L01XA05","dm_I"
"4668",NA,NA,NA,"LAMIVUDINE AND TENOFOVIR DISOPROXIL","J05AR12","dm_I"
"4669",NA,NA,NA,"ANTIGONADOTROPINS AND SIMILAR AGENTS","G03XA","dm_I"
"4670",NA,NA,NA,"TRIAMCINOLONE","A01AC01","dm_I"
"4671",NA,NA,NA,"CALCIUM CHLORIDE","A12AA07","dm_I"
"4672",NA,NA,NA,"MEFLOQUINE","P01BC02","dm_I"
"4673",NA,NA,NA,"BUPRANOLOL","C07AA19","dm_I"
"4674",NA,NA,NA,"ITRAMIN TOSILATE, COMBINATIONS","C01DA53","dm_I"
"4675",NA,NA,NA,"TRENONACOG ALFA","B02BD12","dm_I"
"4676",NA,NA,NA,"DEXAMETHASONE, COMBINATIONS","R01AD53","dm_I"
"4677",NA,NA,NA,"CETYLPYRIDINIUM","B05CA01","dm_I"
"4678",NA,NA,NA,"FLUOCINOLONE ACETONIDE","C05AA10","dm_I"
"4679",NA,NA,NA,"HYDROXYETHYLPROMETHAZINE","R06AD05","dm_I"
"4680",NA,NA,NA,"ISOPRENALINE","R03AB02","dm_I"
"4681",NA,NA,NA,"BETAMETHASONE","A07EA04","dm_I"
"4682",NA,NA,NA,"EPHEDRINE","C01CA26","dm_I"
"4683",NA,NA,NA,"CARTEOLOL, COMBINATIONS","S01ED55","dm_I"
"4684",NA,NA,NA,"DICOUMAROL","B01AA01","dm_I"
"4685",NA,NA,NA,"CEFODIZIME","J01DA25","dm_I"
"4686",NA,NA,NA,"CERATONIA","A07XA02","dm_I"
"4687",NA,NA,NA,"OTHER ANTIPSYCHOTICS","N05AX","dm_I"
"4688",NA,NA,NA,"POTASSIUM SALICYLATE","N02BA12","dm_I"
"4689",NA,NA,NA,"THYMOPENTIN","L03AA07","dm_I"
"4690",NA,NA,NA,"INHALATIONS","R04AZ","dm_I"
"4691",NA,NA,NA,"AMINO ACIDS, INCL. COMBINATIONS WITH POLYPEPTIDES","V06DD","dm_I"
"4692",NA,NA,NA,"BENZOCTAMINE","N05BD01","dm_I"
"4693",NA,NA,NA,"NEOMYCIN","R02AB01","dm_I"
"4694",NA,NA,NA,"ALGLUCOSIDASE ALFA","A16AB07","dm_I"
"4695",NA,NA,NA,"TELITHROMYCIN","J01FA15","dm_I"
"4696",NA,NA,NA,"CITRIC ACID","A09AB04","dm_I"
"4697",NA,NA,NA,"COAGULATION FACTOR IX","B02BD04","dm_I"
"4698",NA,NA,NA,"CIPROFLOXACIN AND METRONIDAZOLE","J01RA10","dm_I"
"4699",NA,NA,NA,"SALICYLIC ACID AND DERIVATIVES","N02BA","dm_I"
"4700",NA,NA,NA,"TIRILAZAD","N07XX01","dm_I"
"4701",NA,NA,NA,"AMPICILLIN, COMBINATIONS","J01CA51","dm_I"
"4702",NA,NA,NA,"PENTETRAZOL, COMBINATIONS","C01CC53","dm_I"
"4703",NA,NA,NA,"FENOXAZOLINE","R01AA12","dm_I"
"4704",NA,NA,NA,"FLURBIPROFEN","M02AA19","dm_I"
"4705",NA,NA,NA,"DIMETOFRINE","C01CA12","dm_I"
"4706",NA,NA,NA,"POTASSIUM","A12BA","dm_I"
"4707",NA,NA,NA,"BUTOBARBITAL","N05CA03","dm_I"
"4708",NA,NA,NA,"BATROXOBIN","B02BX03","dm_I"
"4709",NA,NA,NA,"MASITINIB","L01XE22","dm_I"
"4710",NA,NA,NA,"DEXTROMETHORPHAN","R05DA09","dm_I"
"4711",NA,NA,NA,"PRODUCTS CONTAINING ANTIBIOTICS","C05AB","dm_I"
"4712",NA,NA,NA,"ANTIFUNGALS FOR SYSTEMIC USE","D01BA","dm_I"
"4713",NA,NA,NA,"NITROFURAN DERIVATIVES","G04AC","dm_I"
"4714",NA,NA,NA,"THYROTROPIN","V04CJ01","dm_I"
"4715",NA,NA,NA,"OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES","R03DX","dm_I"
"4716",NA,NA,NA,"ZAFIRLUKAST","R03DC01","dm_I"
"4717",NA,NA,NA,"ANTINEOVASCULARISATION AGENTS","S01LA","dm_I"
"4718",NA,NA,NA,"NIAPRAZINE","N05CM16","dm_I"
"4719",NA,NA,NA,"ACETRIZOIC ACID","V08AA07","dm_I"
"4720",NA,NA,NA,"TROLEANDOMYCIN","J01FA08","dm_I"
"4721",NA,NA,NA,"CROMOGLICIC ACID","D11AH03","dm_I"
"4722",NA,NA,NA,"PHENYLALKYLAMINE DERIVATIVES","C08DA","dm_I"
"4723",NA,NA,NA,"METFORMIN AND PIOGLITAZONE","A10BD05","dm_I"
"4724",NA,NA,NA,"IOTROXIC ACID","V04AE08","dm_I"
"4725",NA,NA,NA,"EFLORNITHINE","D11AX16","dm_I"
"4726",NA,NA,NA,"ALMITRINE","R07AB07","dm_I"
"4727",NA,NA,NA,"AZELASTINE","R01AC03","dm_I"
"4728",NA,NA,NA,"FEPRAZONE, COMBINATIONS","M01AX68","dm_I"
"4729",NA,NA,NA,"CALCIUM","A12A","dm_I"
"4730",NA,NA,NA,"ETYBENZATROPINE","N04AC30","dm_I"
"4731",NA,NA,NA,"OTHER ANTIDIARRHEALS","A07X","dm_I"
"4732",NA,NA,NA,"BACAMPICILLIN","J01CA06","dm_I"
"4733",NA,NA,NA,"OMOCONAZOLE","G01AF16","dm_I"
"4734",NA,NA,NA,"CILAZAPRIL AND DIURETICS","C09BA08","dm_I"
"4735",NA,NA,NA,"SULFATHIAZOLE","J03AA08","dm_I"
"4736",NA,NA,NA,"OPIOID ANESTHETICS","N01AH","dm_I"
"4737",NA,NA,NA,"LOSARTAN","C02EX01","dm_I"
"4738",NA,NA,NA,"CALCIUM IODOPATE","V08AC10","dm_I"
"4739",NA,NA,NA,"CEFADROXIL","J01DA09","dm_I"
"4740",NA,NA,NA,"ZOLPIDEM","N05CM14","dm_I"
"4741",NA,NA,NA,"PEFLOXACIN","J01MA03","dm_I"
"4742",NA,NA,NA,"THYROID","V09F","dm_I"
"4743",NA,NA,NA,"LATAMOXEF","J01DD06","dm_I"
"4744",NA,NA,NA,"BUTRIPTYLINE","N06AA15","dm_I"
"4745",NA,NA,NA,"TESTS FOR ALLERGIC DISEASES","V04CL","dm_I"
"4746",NA,NA,NA,"TENONITROZOLE","P01AX08","dm_I"
"4747",NA,NA,NA,"RIFAMPICIN, PYRAZINAMIDE AND ISONIAZID","J04AM05","dm_I"
"4748",NA,NA,NA,"THYMOPENTIN","J05BX01","dm_I"
"4749",NA,NA,NA,"VAGINAL RING WITH PREGESTOGEN AND ESTROGEN","G02BB01","dm_I"
"4750",NA,NA,NA,"INFANT FORMULAS","V06C","dm_I"
"4751",NA,NA,NA,"ARTEMISININ","P01BE01","dm_I"
"4752",NA,NA,NA,"ETHACIZINE","C01BC09","dm_I"
"4753",NA,NA,NA,"NIFURTIMOX","P01CC01","dm_I"
"4754",NA,NA,NA,"DENILEUKIN DIFITOX","L01XX29","dm_I"
"4755",NA,NA,NA,"SYMPATHOMIMETICS, LABOUR REPRESSANTS","G02CA","dm_I"
"4756",NA,NA,NA,"VITAMIN D AND ANALOGUES","A11CC","dm_I"
"4757",NA,NA,NA,"EDOXUDINE","D06BB09","dm_I"
"4758",NA,NA,NA,"DESERPIDINE","C02AA05","dm_I"
"4759",NA,NA,NA,"DORIPENEM","J01DH04","dm_I"
"4760",NA,NA,NA,"TRIAMCINOLONE","S01BA05","dm_I"
"4761",NA,NA,NA,"BIOALLETHRIN, COMBINATIONS","P03AC52","dm_I"
"4762",NA,NA,NA,"ISEPAMICIN","J01GB11","dm_I"
"4763",NA,NA,NA,"CATHINE","A08AA07","dm_I"
"4764",NA,NA,NA,"FLUOROMETHYLCHOLINE (<>18<D>F)","V09IX07","dm_I"
"4765",NA,NA,NA,"SELECTIVE IMMUNOSUPPRESSIVE AGENTS","V02CA","dm_I"
"4766",NA,NA,NA,"BENZYLPENICILLIN","S01AA14","dm_I"
"4767",NA,NA,NA,"ALPHA- AND BETA-ADRENOCEPTOR AGONISTS","R03CA","dm_I"
"4768",NA,NA,NA,"ALAPROCLATE","N06AB07","dm_I"
"4769",NA,NA,NA,"RETINOL (VITAMIN A)","A11CA01","dm_I"
"4770",NA,NA,NA,"ASCORBIC ACID","G01AD03","dm_I"
"4771",NA,NA,NA,"OXYQUINOLINE","G01AC30","dm_I"
"4772",NA,NA,NA,"IRON TRIVALENT, ORAL PREPARATIONS","B03AB","dm_I"
"4773",NA,NA,NA,"COMBINATIONS","A11CC20","dm_I"
"4774",NA,NA,NA,"TECHNETIUM (<^>99M<D>TC) SULESOMAB","V09HA04","dm_I"
"4775",NA,NA,NA,"CEFTAZIDIME","J01DD02","dm_I"
"4776",NA,NA,NA,"BETACAROTENE","A11CA02","dm_I"
"4777",NA,NA,NA,"DESOGESTREL AND ESTROGEN","G03FB10","dm_I"
"4778",NA,NA,NA,"ZIDOVUDINE, LAMIVUDINE AND NEVIRAPINE","J05AR05","dm_I"
"4779",NA,NA,NA,"FLUOSTIGMINE","S01EB07","dm_I"
"4780",NA,NA,NA,"MUROMONAB-CD3","L04AA02","dm_I"
"4781",NA,NA,NA,"SODIUM SELENITE","A12CE02","dm_I"
"4782",NA,NA,NA,"IOPROMIDE","V08AB05","dm_I"
"4783",NA,NA,NA,"AZASPIRODECANEDIONE DERIVATIVES","N05BE","dm_I"
"4784",NA,NA,NA,"BULK PRODUCERS","A06AC","dm_I"
"4785",NA,NA,NA,"TEGAFUR","L01BC03","dm_I"
"4786",NA,NA,NA,"BIOFLAVINOIDS","C05CA","dm_I"
"4787",NA,NA,NA,"AMINOQUINOLINES","P01BA","dm_I"
"4788",NA,NA,NA,"CONVERTING ENZYME BLOCKERS AND DIURETICS","C02LM","dm_I"
"4789",NA,NA,NA,"PERPHENAZINE","N05AB03","dm_I"
"4790",NA,NA,NA,"ADRENERGICS FOR SYSTEMIC USE","R03C","dm_I"
"4791",NA,NA,NA,"TECHNETIUM (<^>99M<D>TC) PENTAVALENT SUCCIMER","V09IA03","dm_I"
"4792",NA,NA,NA,"NATURAL AND SEMISYNTHETIC ESTROGENS, PLAIN","G03CA","dm_I"
"4793",NA,NA,NA,"AZATHIOPRINE","L01BB01","dm_I"
"4794",NA,NA,NA,"OTHER OXYTOCICS","G02AX","dm_I"
"4795",NA,NA,NA,"HEXOBENDINE","C01DA22","dm_I"
"4796",NA,NA,NA,"HEPATITIS A IMMUNOGLOBULIN","J06BB11","dm_I"
"4797",NA,NA,NA,"TROMANTADINE","J05AC03","dm_I"
"4798",NA,NA,NA,"ALUMINIUM OXIDE","D10AX04","dm_I"
"4799",NA,NA,NA,"ANGIOTENSIN II ANTAGONISTS AND DIURETICS","C09DA","dm_I"
"4800",NA,NA,NA,"NIFEDIPINE, COMBINATIONS","C08CA55","dm_I"
"4801",NA,NA,NA,"SULFADIAZINE AND TRIMETHOPRIM","J01EE02","dm_I"
"4802",NA,NA,NA,"THIOCOLCHICOSIDE","M03BX05","dm_I"
"4803",NA,NA,NA,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES","C01C","dm_I"
"4804",NA,NA,NA,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","D07","dm_I"
"4805",NA,NA,NA,"PENICILLINASE RESISTANT PENICILLINS","J01HB","dm_I"
"4806",NA,NA,NA,"HETACILLIN","J01CA18","dm_I"
"4807",NA,NA,NA,"DIHYDROEMETINE","P01AX09","dm_I"
"4808",NA,NA,NA,"VINBURNINE","C04AX17","dm_I"
"4809",NA,NA,NA,"HYDROCORTISONE BUTEPRATE","D07AB11","dm_I"
"4810",NA,NA,NA,"HEPARIN, COMBINATIONS","B01AB51","dm_I"
"4811",NA,NA,NA,"COMBINATIONS","J01EB20","dm_I"
"4812",NA,NA,NA,"BECAPLERMIN","A01AD08","dm_I"
"4813",NA,NA,NA,"IOPAMIDOL","V08AB04","dm_I"
"4814",NA,NA,NA,"TRIAZOLE DERIVATIVES","J02AC","dm_I"
"4815",NA,NA,NA,"PREDNISOLONE","D07XA02","dm_I"
"4816",NA,NA,NA,"HEXAPROPYMATE","N05CM10","dm_I"
"4817",NA,NA,NA,"BRODIMOPRIM","J01EA02","dm_I"
"4818",NA,NA,NA,"GLYCOGENOLYTIC HORMONES","H04A","dm_I"
"4819",NA,NA,NA,"HYDROXYETHYLPROMETHAZINE, COMBINATIONS","R06AD55","dm_I"
"4820",NA,NA,NA,"OPIUM ALKALOIDS WITH MORPHINE","R05DA05","dm_I"
"4821",NA,NA,NA,"MULTIVITAMINS AND IRON","A11AA01","dm_I"
"4822",NA,NA,NA,"ROCIVERINE","A03AA06","dm_I"
"4823",NA,NA,NA,"IBUTILIDE","C01BD05","dm_I"
"4824",NA,NA,NA,"CHROMIUM (<^>51<D>CR) CHROMATE LABLLED CELLS","V09GX03","dm_I"
"4825",NA,NA,NA,"CARDIOVASCULAR SYSTEM","C","dm_I"
"4826",NA,NA,NA,"ANGIOTENSIN II ANTAGONISTS AND CALCIUM CHANNEL BLOCKERS","C09DB","dm_I"
"4827",NA,NA,NA,"ANTIALLERGIC AGENTS, EXCL. CORTICOSTEROIDS","A07EB","dm_I"
"4828",NA,NA,NA,"MENINGOCOCCUS C, PURIFIED POLYSACCHARIDES ANTIGEN CONJUGATED","J07AH07","dm_I"
"4829",NA,NA,NA,"MAGNESIUM CITRATE","B05CB03","dm_I"
"4830",NA,NA,NA,"IXABEPILONE","L01DC04","dm_I"
"4831",NA,NA,NA,"PERINDOPRIL AND BISOPROLOL","C09BX02","dm_I"
"4832",NA,NA,NA,"MAGNESIUM OXIDE","A06AD02","dm_I"
"4833",NA,NA,NA,"SODIUM NITRITE","V03AB08","dm_I"
"4834",NA,NA,NA,"ZIDOVUDINE","J05AB05","dm_I"
"4835",NA,NA,NA,"NITROIMIDAZOLE DERIVATIVES","P01AB","dm_I"
"4836",NA,NA,NA,"VITAMIN K","B02BA","dm_I"
"4837",NA,NA,NA,"NAPHAZOLINE","R01AA08","dm_I"
"4838",NA,NA,NA,"CORTICOSTEROIDS","S02BA","dm_I"
"4839",NA,NA,NA,"PRILOCAINE","N01BB04","dm_I"
"4840",NA,NA,NA,"SULFATHIAZOLE","J01EB07","dm_I"
"4841",NA,NA,NA,"PYGEUM AFRICANUM","G04CX01","dm_I"
"4842",NA,NA,NA,"GESTONORONE","L02AB03","dm_I"
"4843",NA,NA,NA,"ALVERINE, COMBINATIONS","A03AX58","dm_I"
"4844",NA,NA,NA,"EPINEPHRINE","R01AA14","dm_I"
"4845",NA,NA,NA,"OTHER ANTIINFLAMMATORY/ANTIRHEUMATIC AGENTS IN COMBINATION WITH OTHER DRUGS","M01BX","dm_I"
"4846",NA,NA,NA,"EOSIN","D08AX02","dm_I"
"4847",NA,NA,NA,"BENZYLTHIOURACIL","H03BA03","dm_I"
"4848",NA,NA,NA,"ITRAMIN TOSILATE","C01DA03","dm_I"
"4849",NA,NA,NA,"BISMUTH SUBNITRATE","A02BX12","dm_I"
"4850",NA,NA,NA,"COMBINATIONS OF VITAMINS","A11JA","dm_I"
"4851",NA,NA,NA,"ANTRACEN DERIVATIVES","D05AC","dm_I"
"4852",NA,NA,NA,"EPINEPHRINE","R03AA01","dm_I"
"4853",NA,NA,NA,"VELAGLUCERASE ALFA","A16AB10","dm_I"
"4854",NA,NA,NA,"COBALT (<^>57<D>CO) CYANOCOBALAMINE","V09XX01","dm_I"
"4855",NA,NA,NA,"SULTAMICILLIN","J01CR04","dm_I"
"4856",NA,NA,NA,"CEFTOBIPROLE MEDOCARIL","J01DI01","dm_I"
"4857",NA,NA,NA,"ESTERS OF AMINOBENZOIC ACID","N01BA","dm_I"
"4858",NA,NA,NA,"TECHNETIUM (<^>99M<D>) COMPOUNDS","V09CA","dm_I"
"4859",NA,NA,NA,"CLEMASTINE","D04AA14","dm_I"
"4860",NA,NA,NA,"OTHER ANTITHROMBOTIC AGENTS","B01AX","dm_I"
"4861",NA,NA,NA,"LAXATIVES","A06","dm_I"
"4862",NA,NA,NA,"ANTIINFLAMMATORY AGENTS, NON-STEROIDS AND ANTIINFECTIVES IN COMBINATION","S01CC","dm_I"
"4863",NA,NA,NA,"PANTETHINE","A11HA32","dm_I"
"4864",NA,NA,NA,"NEOMYCIN","S02AA07","dm_I"
"4865",NA,NA,NA,"ALUMINIUM NICOTINATE","B04AE04","dm_I"
"4866",NA,NA,NA,"BISOPROLOL AND OTHER ANTIHYPERTENSIVES","C07FB07","dm_I"
"4867",NA,NA,NA,"DIIODOTYROSINE","H03BX01","dm_I"
"4868",NA,NA,NA,"TETRACYCLINES","J01AA","dm_I"
"4869",NA,NA,NA,"STANOZOLOL","A14AA02","dm_I"
"4870",NA,NA,NA,"ASCORBIC ACID (VITAMIN C), PLAIN","A11GA","dm_I"
"4871",NA,NA,NA,"INSULINS AND ANALOGUES, FOR INHALATION","A10AF","dm_I"
"4872",NA,NA,NA,"DIMEMORFAN","R05DA11","dm_I"
"4873",NA,NA,NA,"PIROMIDIC ACID","G04AB02","dm_I"
"4874",NA,NA,NA,"SULODEXIDE","B04AX04","dm_I"
"4875",NA,NA,NA,"PROGESTOGENS AND ESTROGENS, COMBINATIONS","G03FA","dm_I"
"4876",NA,NA,NA,"THYROID GLAND PREPARATIONS","H03AA05","dm_I"
"4877",NA,NA,NA,"BAMBUTEROL","R03CC12","dm_I"
"4878",NA,NA,NA,"MELOXICAM, COMBINATIONS","M01AC56","dm_I"
"4879",NA,NA,NA,"NON-SELECTIVE BETA-ADRENOCEPTOR AGONISTS","R03CB","dm_I"
"4880",NA,NA,NA,"MELITRACEN AND PSYCHOLEPTICS","N06CA02","dm_I"
"4881",NA,NA,NA,"TETRACYCLINE","D06AA04","dm_I"
"4882",NA,NA,NA,"STOMATOLOGICAL PREPARATIONS","A01A","dm_I"
"4883",NA,NA,NA,"CEFOPERAZONE","J01DA32","dm_I"
"4884",NA,NA,NA,"IMMUNOSTIMULANTS","L03","dm_I"
"4885",NA,NA,NA,"BEFUNOLOL","S01ED06","dm_I"
"4886",NA,NA,NA,"GLYCERYL TRINITRATE","C05AE01","dm_I"
"4887",NA,NA,NA,"ZINC SULFATE","A12CB01","dm_I"
"4888",NA,NA,NA,"BUDESONIDE","H02AB16","dm_I"
"4889",NA,NA,NA,"VORTIOXETINE","N06AX26","dm_I"
"4890",NA,NA,NA,"IMIDAZOLINE RECEPTOR AGONISTS IN COMBINATION WITH DIURETICS","C02LC","dm_I"
"4891",NA,NA,NA,"AMINOBENZOIC ACID","D02BA01","dm_I"
"4892",NA,NA,NA,"TIDIACIC ARGININE","A05BA07","dm_I"
"4893",NA,NA,NA,"MAGNESIUM LEVULINATE","A12CC07","dm_I"
"4894",NA,NA,NA,"FLUVASTATIN","B04AB04","dm_I"
"4895",NA,NA,NA,"NAFTIFINE","D01AE22","dm_I"
"4896",NA,NA,NA,"DEMECOLCINE","L01CC01","dm_I"
"4897",NA,NA,NA,"DIETHYLCARBAMAZINE","P02CB02","dm_I"
"4898",NA,NA,NA,"SULBACTAM","J01CG01","dm_I"
"4899",NA,NA,NA,"CARISOPRODOL","M03BA02","dm_I"
"4900",NA,NA,NA,"LYNESTRENOL AND ESTROGEN","G03FB02","dm_I"
"4901",NA,NA,NA,"ETHISTERONE","G03DC04","dm_I"
"4902",NA,NA,NA,"CALCIUM LACTATE","A12AA05","dm_I"
"4903",NA,NA,NA,"GLIMEPIRIDE AND PIOGLITAZONE","A10BD06","dm_I"
"4904",NA,NA,NA,"PROGESTOGENS","G03AC","dm_I"
"4905",NA,NA,NA,"AMINOBUTYRIC ACID","N03AG03","dm_I"
"4906",NA,NA,NA,"OTHER CLASS I ANTIARRHYTHMICS","C01BG","dm_I"
"4907",NA,NA,NA,"PHOTOSENSITISERS IN PHOTORADIATION THERAPY","L04BX","dm_I"
"4908",NA,NA,NA,"PREDNYLIDENE","H02AB11","dm_I"
"4909",NA,NA,NA,"SALBUTAMOL AND IPRATROPIUM BROMIDE","R03AL02","dm_I"
"4910",NA,NA,NA,"MECLOCYCLINE","D10AF04","dm_I"
"4911",NA,NA,NA,"PIPEMIDIC ACID","J01MB04","dm_I"
"4912",NA,NA,NA,"BISPHOSPHONATES","M05BA","dm_I"
"4913",NA,NA,NA,"THIOSULFATE","V03AB06","dm_I"
"4914",NA,NA,NA,"CEFALEXIN","J01DA01","dm_I"
"4915",NA,NA,NA,"DIBEKACIN","J01GB09","dm_I"
"4916",NA,NA,NA,"ETHYLMORPHINE","S01XA06","dm_I"
"4917",NA,NA,NA,"PAPAVERETUM","N02AA10","dm_I"
"4918",NA,NA,NA,"OTHER POTASSIUM-SPARING AGENTS","C03DB","dm_I"
"4919",NA,NA,NA,"LYNESTRENOL AND ESTROGEN","G03AB02","dm_I"
"4920",NA,NA,NA,"CAPSAICIN","N01BX04","dm_I"
"4921",NA,NA,NA,"ALMITRINE","C01CC07","dm_I"
"4922",NA,NA,NA,"HORMONES AND RELATED AGENTS","L02A","dm_I"
"4923",NA,NA,NA,"DESASPIDIN","P02XX02","dm_I"
"4924",NA,NA,NA,"PREDNISOLONE AND PROMETHAZINE","V03AB05","dm_I"
"4925",NA,NA,NA,"DIMETINDENE","R06AB03","dm_I"
"4926",NA,NA,NA,"LATANOPROST","S01EX03","dm_I"
"4927",NA,NA,NA,"CITICOLINE","N06BX06","dm_I"
"4928",NA,NA,NA,"APROBARBITAL","N05CA05","dm_I"
"4929",NA,NA,NA,"OTHER OTOLOGICALS","S02D","dm_I"
"4930",NA,NA,NA,"TECHNETIUM (<^>99M<D>TC) PHYTATE","V09DB07","dm_I"
"4931",NA,NA,NA,"ISONIAZID, COMBINATIONS","J04AC51","dm_I"
"4932",NA,NA,NA,"DIFLORASONE","D07AC10","dm_I"
"4933",NA,NA,NA,"ROSOXACIN","J03CB01","dm_I"
"4934",NA,NA,NA,"SULBUTIAMINE","A11DA02","dm_I"
"4935",NA,NA,NA,"DIPHTHERIA-RUBELLA-TETANUS","J07CA03","dm_I"
"4936",NA,NA,NA,"DIMETINDENE","D04AA13","dm_I"
"4937",NA,NA,NA,"TRICLOSAN","D08AE04","dm_I"
"4938",NA,NA,NA,"SODIUM PICOSULFATE, COMBINATIONS","A06AB58","dm_I"
"4939",NA,NA,NA,"NAPROXEN AND MISOPROSTOL","M01AE56","dm_I"
"4940",NA,NA,NA,"LOXAPINE","N05AH01","dm_I"
"4941",NA,NA,NA,"ANTIINFLAMMATORY AGENTS, NON-STEROIDS","S01BC","dm_I"
"4942",NA,NA,NA,"OTHER ECTOPARASITICIDES, INCL. SCABICIDES","P03AX","dm_I"
"4943",NA,NA,NA,"TRIMETHOPRIM AND DERIVATIVES","J01EA","dm_I"
"4944",NA,NA,NA,"FLUMAZENIL","V03AB25","dm_I"
"4945",NA,NA,NA,"DOXOFYLLINE","R03DA11","dm_I"
"4946",NA,NA,NA,"ACLARUBICIN","L01DB04","dm_I"
"4947",NA,NA,NA,"OTHER OPIOIDS","N02AX","dm_I"
"4948",NA,NA,NA,"DEXRAZOXANE","V03AF02","dm_I"
"4949",NA,NA,NA,"ORPHENADRINE (CITRATE)","M03BC01","dm_I"
"4950",NA,NA,NA,"IPRIFLAVONE","M05BX01","dm_I"
"4951",NA,NA,NA,"NAPROXEN","G02CC02","dm_I"
"4952",NA,NA,NA,"LOMEFLOXACIN","J01MA07","dm_I"
"4953",NA,NA,NA,"PITOLISANT","N07XX11","dm_I"
"4954",NA,NA,NA,"GEPEFRINE","C01CA15","dm_I"
"4955",NA,NA,NA,"BETAHISTINE","N07CA01","dm_I"
"4956",NA,NA,NA,"TECHNETIUM (<^>99M<D>TC) BICISATE","V09AA02","dm_I"
"4957",NA,NA,NA,"PSYCHOSTIMULANTS IN COMBINATION WITH PSYCHOLEPTICS","N06CB","dm_I"
"4958",NA,NA,NA,"LEVODROPROPIZINE","R05DB27","dm_I"
"4959",NA,NA,NA,"METHIODAL","V08AA09","dm_I"
"4960",NA,NA,NA,"ANTIINFECTIVES","S01A","dm_I"
"4961",NA,NA,NA,"CEFTAROLINE FOSAMIL","J01DI02","dm_I"
"4962",NA,NA,NA,"BOPINDOLOL","C07AA17","dm_I"
"4963",NA,NA,NA,"IBUPROFEN, COMBINATIONS","M01AE51","dm_I"
"4964",NA,NA,NA,"SULCOTIDIL","C04AX19","dm_I"
"4965",NA,NA,NA,"CHOLERA, LIVE ATTENUATED","J07AE02","dm_I"
"4966",NA,NA,NA,"FRAMYCETIN","S01AA07","dm_I"
"4967",NA,NA,NA,"SODIUM TETRADECYL SULFATE","C05BB04","dm_I"
"4968",NA,NA,NA,"PROGLUMETACIN","M01AB14","dm_I"
"4969",NA,NA,NA,"CLOMOCYCLINE","J01AA11","dm_I"
"4970",NA,NA,NA,"TIBEZONIUM IODIDE","A01AB15","dm_I"
"4971",NA,NA,NA,"DEMECLOCYCLINE","D06AA01","dm_I"
"4972",NA,NA,NA,"GONADOTROPIN-RELEASING HORMONES","H01CA","dm_I"
"4973",NA,NA,NA,"IOBENGUANE (<^>123<D>I)","V09IX01","dm_I"
"4974",NA,NA,NA,"HYDROFLUMETHIAZIDE","C03AA02","dm_I"
"4975",NA,NA,NA,"TOLRESTAT","A10BE01","dm_I"
"4976",NA,NA,NA,"SCLEROSING AGENTS FOR LOCAL INJECTION","C05BB","dm_I"
"4977",NA,NA,NA,"OTHER DIAGNOSTIC AGENTS","V04C","dm_I"
"4978",NA,NA,NA,"PERTUSSIS, INACTIVATED, WHOLE CELL","J07AJ01","dm_I"
"4979",NA,NA,NA,"CYCLOPENTHIAZIDE AND POTASSIUM","C03AB07","dm_I"
"4980",NA,NA,NA,"SERATRODAST","R03DX06","dm_I"
"4981",NA,NA,NA,"IBRITUMOMAB TIUXETAN (<>90<D>Y)","V10XX02","dm_I"
"4982",NA,NA,NA,"BUTYROPHENONE DERIVATIVES","N05AD","dm_I"
"4983",NA,NA,NA,"IOGLYCAMIC ACID","V08AC03","dm_I"
"4984",NA,NA,NA,"BIAPENEM","J01DH05","dm_I"
"4985",NA,NA,NA,"TRIAZOLAM","N05CD05","dm_I"
"4986",NA,NA,NA,"METFORMIN AND ACARBOSE","A10BD17","dm_I"
"4987",NA,NA,NA,"COMBINATIONS","B05CB10","dm_I"
"4988",NA,NA,NA,"METHYLPENTYNOL","N05CM15","dm_I"
"4989",NA,NA,NA,"ANTIARRHYTHMICS, CLASS IB","C01BB","dm_I"
"4990",NA,NA,NA,"MEFRUSIDE","C03BA05","dm_I"
"4991",NA,NA,NA,"PREDNISOLONE","D07AA03","dm_I"
"4992",NA,NA,NA,"OTHER ALKYLATING AGENTS","L01AX","dm_I"
